KIND;OPR;STAT;AREA;CITY   ;CB   ;LAC; CID ; GSM ; DCS ; 3G L; 3G C ; 3G S ; DATE  ; ADDR                 ; REM                               ;  OZIN     ;  OZIE  ;LOCK
/;Витебск;;;;;;;;;;;;;;;
$;M;R;VI.; Витебск   ;          ;   ; 2560 ;    ;    ;240; 2663 ;12 45 789;   ;      ;    ;28.07.16; пр. Победы 7        ; общежитие, трубостойки              ; 55.171034; 30.223727;G
$;M;R;VI.; Витебск   ; VITEBSK  ; 45; 2561 ;123 ;456 ;240; 2673 ;123456789;240; 2474 ;456 ;28.12.06; Московский пр. 51А  ; СК по Витебской области, триподы    ; 55.174815; 30.245807;G
$;M;R;VI.; Витебск   ;          ;   ; 2561 ;    ;    ;240; 2521 ;12 45 7  ;   ;      ;    ;12.08.18; Московский пр. 51А  ; СК по Витебской области, триподы    ; 55.174815; 30.245807;G
$;M;R;VI.; Витебск   ; VITEBSK  ; 45; 2562 ;123 ;456 ;246; 6027 ;123456789;246; 2475 ;123 ;28.12.06; Московский пр. 10   ; облпочта, мачта                     ; 55.182476; 30.206544;G
$;M;R;VI.; Витебск   ;          ;   ; 2562 ;    ;    ;246; 6048 ;1  45 7  ;   ;      ;    ;25.12.15; Московский пр. 10   ; облпочта, мачта                     ; 55.182476; 30.206544;G
$;M;R;VI.; Витебск   ; VITEBSK  ; 47; 2563 ;123 ;456 ;245; 6028 ;123456789;245; 2475 ;456 ;06.03.06; Замковая 4          ; горисполком, мачта                  ; 55.192885; 30.205450;G
$;M;R;VI.; Витебск   ;          ;   ; 2563 ;    ;    ;245; 6073 ;12 45 78 ;   ;      ;    ;09.07.15; Замковая 4          ; горисполком, мачта                  ; 55.192885; 30.205450;G
$;M;R;VI.; Витебск   ; VITEBSK  ; 45; 2564 ;123 ;456 ;240; 6029 ;123456789;240; 2475 ;89  ;28.12.06; Московский пр. 46   ; центр бытового обслуживания, мачта  ; 55.181952; 30.217917;G
$;M;R;VI.; Витебск   ;          ;   ; 2564 ;    ;    ;240; 2682 ;       8 ;240; 3475 ;1   ;13.01.17; Московский пр. 46   ; центр бытового обслуживания, мачта  ; 55.181952; 30.217917;G
$;M;R;VI.; Витебск   ; VITEBSK  ; 43; 2565 ;123 ;456 ;246; 6030 ;1234567 9;246; 2476 ;12  ;21.03.06; М. Горького 148     ; общежитие "Витебскдрев", мачта      ; 55.164309; 30.122508;G
$;M;R;VI.; Витебск   ;          ;   ; 2565 ;    ;    ;   ;      ;         ;246; 3475 ;4   ;12.01.17; М. Горького 148     ; общежитие "Витебскдрев", мачта      ; 55.164309; 30.122508;G
$;M;R;VI.; Витебск   ; VITEBSK  ; 43; 2566 ;123 ;456 ;246; 6031 ;12345678 ;246; 2476 ;345 ;11.04.07; Ленинградская 155А  ; СТО, мачта                          ; 55.206512; 30.157149;G
$;M;R;VI.; Витебск   ;          ;   ; 2566 ;    ;    ;246; 2685 ;        9;   ;      ;    ;12.08.18; Ленинградская 155А  ; СТО, мачта                          ; 55.206512; 30.157149;G
$;M;R;VI.; Витебск   ;          ;   ; 2566 ;    ;    ;246; 2711 ;      7  ;   ;      ;    ;12.08.18; Ленинградская 155А  ; СТО, мачта                          ; 55.206512; 30.157149;G
$;M;R;VI.; Витебск   ;          ;   ; 2566 ;    ;    ;246; 6064 ;1  4     ;   ;      ;    ;19.01.15; Ленинградская 155А  ; СТО, мачта                          ; 55.206512; 30.157149;G
$;M;R;VI.; Витебск   ; VITEBSK  ; 43; 2567 ;123 ;456 ;246; 6032 ;1234567  ;246; 2476 ;68  ;06.03.06; Белорусская 6А      ; КУПП "Витебчанка", триподы          ; 55.196198; 30.191100;G
$;M;R;VI.; Витебск   ;          ;   ; 2567 ;    ;    ;246; 2728 ;       89;246; 2477 ;1   ;19.12.16; Белорусская 6А      ; КУПП "Витебчанка", триподы          ; 55.196198; 30.191100;G
$;M;R;VI.; Витебск   ; VITEBSK  ; 45; 2570 ;123 ;456 ;240; 6033 ;123456789;240; 2478 ;234 ;28.12.06; Московский пр. 72   ; уч.-лаб. корпус ВГТУ, трубостойки   ; 55.177710; 30.236923;G
$;M;R;VI.; Витебск   ;          ;   ; 2570 ;    ;    ;240; 6068 ;12 45 78 ;   ;      ;    ;07.04.16; Московский пр. 72   ; уч.-лаб. корпус ВГТУ, трубостойки   ; 55.177710; 30.236923;G
$;M;R;VI.; Витебск   ; VITEBSK  ; 47; 2571 ;123 ;456 ;245; 6034 ;123456789;245; 2478 ;56  ;27.05.06; Терешковой 16 к. 2  ; общежитие завода "Витязь", триподы  ; 55.183285; 30.245265;G
$;M;R;VI.; Витебск   ; VITEBSK  ; 87; 2572 ;123 ;456 ;245; 6035 ;123456  9;245; 2479 ;123 ;02.05.06; Великолукский тр. 15; магазин "Продукты" N21, мачта       ; 55.209419; 30.211356;G
$;M;R;VI.; Витебск   ;          ;   ;      ;    ;    ;245; 5604 ;1  4 7   ;   ;      ;    ;10.07.18; Великолукский тр. 15; магазин "Продукты" N21, мачта       ; 55.209419; 30.211356;G
$;M;R;VI.; Витебск   ; VITEBSK  ; 48; 2573 ;123 ;456 ;240; 6036 ;1234567  ;240; 2479 ;456 ;28.12.08; П. Бровки 50        ; СЭЗ "Витебск", трубостойка и трипод ; 55.158093; 30.235214;G
$;M;R;VI.; Витебск   ;          ;   ; 2573 ;    ;    ;240; 2770 ;       89;   ;      ;    ;07.01.18; П. Бровки 50        ; СЭЗ "Витебск", трубостойка и трипод ; 55.158093; 30.235214;G
$;M;R;VI.; Витебск   ; VITEBSK  ; 43; 2574 ;123 ;456 ;246; 6037 ;123456789;246; 2480 ;123 ;23.04.11; Демитрова 1         ; завод "Вистан", трубостойки         ; 55.185511; 30.191519;G
$;M;R;VI.; Витебск   ; VITEBSK  ; 43; 2575 ;123 ;456 ;246; 6038 ;1234567 9;246; 2480 ;456 ;27.05.06; 39-ой Армии         ; клуб "Корона", мачта                ; 55.171025; 30.126521;G
$;M;R;VI.; Витебск   ; VITEBSK  ; 47; 2576 ;123 ;456 ;245; 6039 ;123456789;245; 2482 ;123 ;20.08.11; Фрунзе 77           ; завод "Белунифарм", мачта           ; 55.195410; 30.252772;G
$;M;R;VI.; Витебск   ;          ;   ; 2576 ;    ;    ;245; 4457 ;1  4  7  ;   ;      ;    ;27.09.17; Фрунзе 77           ; завод "Белунифарм", мачта           ; 55.195410; 30.252772;G
$;M;R;VI.; Витебск   ; VITEBSK  ; 45; 2577 ;123 ;456 ;246; 6040 ;12345678 ;246; 2482 ;456 ;28.12.06; Чкалова 7/1         ; жилой дом, трипод и 2 трубостойки   ; 55.178892; 30.210911;G
$;M;R;VI.; Витебск   ;          ;   ; 2577 ;    ;    ;246; 2807 ;        9;   ;      ;    ;29.03.18; Чкалова 7/1         ; жилой дом, трипод и 2 трубостойки   ; 55.178892; 30.210911;G
$;M;R;VI.; Витебск   ; VITEBSK  ; 47; 2578 ;123 ;456 ;245; 6041 ;1234567 9;245; 2482 ;9   ;27.05.06; Краснофлотская 1А   ; общежитие работников БСМП, триподы  ; 55.192496; 30.243376;G
$;M;R;VI.; Витебск   ;          ;   ; 2578 ;    ;    ;245; 6071 ;123456789;245; 2483 ;12  ;13.01.17; Краснофлотская 1А   ; общежитие работников БСМП, триподы  ; 55.192496; 30.243376;G
$;M;R;VI.; Витебск   ; KIROVSKII; 43; 2580 ;123 ;456 ;246; 6042 ;123456 8 ;246; 2483 ;345 ;20.07.07; Кировский           ; ЗАО "Возрождение", рем. маст., мачта; 55.192813; 30.107364;G
