KIND;OPR;STAT;AREA;CITY ;CB  ;LAC; CID ; GSM ; DCS;3G L; 3G C;  3G S   ;U-L; U900 ;U-S ;  DATE  ; ADDR                ; REM                               ;  OZIN     ;  OZIE  ;LOCK

/;Гродно

$;4;R  ;GR.; Гродно              ;;;;;; 234 ; 400634 ;  2 ; 234 ;400634;     9  ;26.01.18 ; Курчатова, 45         ; столб МТС                                            ; 53.706030; 23.854750;G 
$;4;R  ;GR.; Гродно             ;v;;;;; 234 ; 400634 ;   :52:53;;      ;        ;02.02.20 ; Курчатова, 45         ; столб МТС                                            ; 53.706030; 23.854750;G 
$;4;R  ;GR.; Гродно              ;;;;;; 233 ; 400645 ; 1 3;     ;      ;        ;29.12.19 ; Понемуньская, 20?     ;                                                      ;
$;4;R  ;GR.; Гродно             ;v;;;;; 233 ; 400645 ;:51   :53;;      ;        ;20.01.20 ; Понемуньская, 20?     ;                                                      ;
$;4;R  ;GR.; Гродно              ;;;;;; 230 ; 400800 ; 123; 230 ;400800;5 78 :10;01.05.17 ; К.Маркса, 29          ; узел связи, отдельные трубостойки                    ; 53.676500; 23.838314;G
$;4;R  ;GR.; Гродно             ;v;;;;; 230 ; 400800 ;:51   :53;;      ;        ;02.02.20 ; К.Маркса, 29          ; узел связи, отдельные трубостойки                    ; 53.676500; 23.838314;G
$;4;R  ;GR.; Гродно              ;;;;;; 233 ; 400801 ; 123; 233 ;400801;56 89   ;29.12.16 ; пр-кт Космонавтов, 100; ПО "Азот", заводоуправление, трубостойки МТС?        ; 53.677100; 23.894100;
$;4;R  ;GR.; Гродно             ;v;;;;; 233 ; 400801 ;:51:52   ;;      ;        ;16.04.20 ; пр-кт Космонавтов, 100; ПО "Азот", заводоуправление, трубостойки МТС?        ; 53.677100; 23.894100;
$;4;R  ;GR.; Гродно              ;;;;;; 233 ; 400802 ; 123; 233 ;400802;   7 :10;27.01.19 ; Томина, 6             ; жилой дом, трубостойки МТС?                          ; 53.648300; 23.833100;
$;4;R  ;GR.; Гродно             ;v;;;;; 233 ; 400802 ;:51:52:53;;      ;        ;16.04.20 ; Томина, 6             ; жилой дом, трубостойки МТС?                          ; 53.648300; 23.833100;
$;4;R  ;GR.; Гродно              ;;;;;; 234 ; 400803 ; 123; 234 ;400803; 6 79:10;21.12.16 ; Горького, 89          ; ПО "Волна", отдельные трубостойки                    ; 53.704700; 23.818700;
$;4;R  ;GR.; Гродно             ;v;;;;; 234 ; 400803 ;:51:52:53;;      ;        ;16.04.20 ; Горького, 89          ; ПО "Волна", отдельные трубостойки                    ; 53.704700; 23.818700;
